generation,name,score
8.0.1,Pavla Wyllcocks,111
8.0.1,Kendrick Lefeuvre,111
8.0.1,Patience Capnerhurst,110
8.0.1,Quintina Gregoletti,107
8.0.1,Marketa Mackie,106
8.0.1,Mal Bannister,104
8.0.1,Willy Lynn,102
8.0.1,Violetta Hadigate,102
8.0.1,Tallie Collinwood,102
8.0.1,Jerrome Pardue,101
8.0.1,Bartholomeo Torrie,101
8.0.1,Paula Hassan,98
8.0.1,Aloysia Fidilis,98
8.0.1,Vachel Perch,98
8.0.1,Allina Barosch,98
8.0.1,Shirlene Stivers,97
8.0.1,Catherine Ringrose,97
8.0.1,Greggory Bulley,97
8.0.1,Asher Giffen,96
8.0.1,Eudora Murrock,96
8.0.1,Gloriane Fabry,96
8.0.1,Emmey Ashford,96
8.0.1,Chaunce Mingay,96
8.0.1,Sandie Prynne,96
8.0.1,Hildegaard Keller,96
8.0.1,Ardis Rawlinson,95
8.0.1,Kelley Sailor,95
8.0.1,Violetta Semechik,95
8.0.1,Emmey Mazdon,95
8.0.1,Dall Mackelworth,94
8.0.1,Bary Rankling,94
8.0.1,Fifi Stivers,93
8.0.1,Grantham Hunsworth,93
8.0.1,Carolee Stockau,93
8.0.1,Krisha Scarasbrick,93
8.0.1,Herve Morby,93
8.0.1,Barnebas Drinkall,93
8.0.1,Olga Statter,93
8.0.1,Wendeline Lynn,93
8.0.1,Davita Muscroft,92
8.0.1,Uriel Stickells,92
8.0.1,Lanie Boldt,92
8.0.1,Rosabella Josselsohn,92
8.0.1,Glen Bocock,92
8.0.1,Giovanna Lethcoe,92
8.0.1,Serena Normandale,92
8.0.1,Carita Benza,91
8.0.1,Jerrome Hannay,91
8.0.1,Nonah Frier,91
8.0.1,Ofelia Lundon,91
8.0.1,Loni McClenan,91
8.0.1,Alejandrina Lummis,91
8.0.1,Darelle Lidster,91
8.0.1,Herb Riply,91
8.0.1,Nicky Bullocke,91
8.0.1,Mignon Stickells,91
8.0.1,Kristyn Chipman,91
8.0.1,Raffarty Lowten,90
8.0.1,Layney Feronet,90
8.0.1,Adelice Gellan,90
8.0.1,Roderick Voelker,90
8.0.1,Elwin Digle,89
8.0.1,Coop Sanbroke,89
8.0.1,Elladine Lummis,89
8.0.1,Normy Miko,89
8.0.1,Loni Bunworth,89
8.0.1,Garrott Cronin,89
8.0.1,Penni Gert,89
8.0.1,Austen Itscowicz,89
8.0.1,Lynnell Ragdale,89
8.0.1,Anitra Shervil,89
8.0.1,Bradan Greenley,89
8.0.1,Wit Dugmore,89
8.0.1,Kim Gasker,89
8.0.1,Daven Lambdin,89
8.0.1,Bernadine Fogt,88
8.0.1,Lyell Cometson,88
8.0.1,Hyatt McIlvaney,88
8.0.1,Wrennie Satteford,88
8.0.1,Willy Churchlow,88
8.0.1,Bartholemy Verdon,88
8.0.1,Merci Ruffli,88
8.0.1,Tiphany Jacqueminet,88
8.0.1,Delainey Claesens,88
8.0.1,Bebe Meakes,88
