generation,name,score
3.2,Laetitia Illingworth,243
3.2,Lynnell Stedson,242
3.2,Maitilde Allwright,241
3.2,Lelia Garci,240
3.2,Lucio MacWilliam,239
3.2,Elsy Van Oord,238
3.2,Nissie Steele,238
3.2,Jessey Riply,236
3.2,Virgina Vigers,235
3.2,Doralyn Jeary,234
3.2,Hillel Callar,234
3.2,Martin Pamment,234
3.2,Cinda Thrasher,232
3.2,Wiatt Innwood,232
3.2,Gherardo Arlt,231
3.2,Holly Callar,231
3.2,Cassey Southcott,231
3.2,Ty Jewell,230
3.2,Ragnar Duggan,230
3.2,Rutledge Maguire,230
3.2,Caralie Dorrity,229
3.2,Cathy Shalcros,229
3.2,Nonah Skillern,229
3.2,Wiatt McKissack,229
3.2,Emelda Rosenbush,229
3.2,Kirbie Brownett,229
3.2,Adel Kiezler,227
3.2,Arlen Andrzej,227
3.2,Cati Meakes,227
3.2,Lancelot Wiles,226
3.2,Klemens Thripp,226
3.2,Lanette Ringrose,225
3.2,Arte Rosten,225
3.2,Averyl Tuther,224
3.2,Wayland Ogley,224
3.2,Catarina Sanzio,224
3.2,Paolo Cornbill,223
3.2,Kim Petrina,223
3.2,Uriel Thrasher,223
3.2,Billie Huthart,223
3.2,Berti Morant,222
3.2,Brandea Rodenborch,222
3.2,Jehu Hartin,222
3.2,Lilli Dankersley,222
3.2,Lezley Belverstone,222
3.2,Nathaniel Foulsham,222
3.2,Carmelia Abramsky,222
3.2,Annissa Wollacott,221
3.2,Linnet Klaussen,221
3.2,Lanie Dawid,221
3.2,Aretha Asson,221
3.2,Sabine Louthe,220
3.2,Klaus Andrassy,220
3.2,Agace Sutty,220
3.2,Ludovika O'Dunneen,220
3.2,Goldi Plom,220
3.2,Violetta Maguire,220
3.2,Averyl Eisold,220
3.2,Carolus Iddy,219
3.2,Lamont Statter,219
3.2,Lauren Wylam,219
3.2,Penny Antunez,218
3.2,Filmer Pessel,218
3.2,Florenza Privett,218
3.2,Haywood Baribal,218
3.2,Haleigh Bonnick,218
3.2,Jae Seckington,217
3.2,Zollie Deane,217
3.2,Lorenzo Halstead,217
3.2,Winny Dankersley,217
3.2,Gilly McCay,217
3.2,Haywood Lower,217
3.2,Jenn Dybbe,217
3.2,Nicholas Lamplugh,217
3.2,Bev Domoney,216
3.2,Milt Perrone,216
3.2,Yetty Fogt,216
3.2,Park Stainton - Skinn,216
3.2,Grazia Buesden,216
3.2,Ron Foulds,216
3.2,Nicko D'Antuoni,216
3.2,Hervey Nears,216
3.2,Tallie Broggini,215
3.2,Grantham Pollendine,215
3.2,Kelby Snalham,215
3.2,Yorker Prynne,215
3.2,Bebe Cressor,214
3.2,Curcio Pettiford,214
3.2,Maude Gert,214
3.2,Jeremie Stonman,214
3.2,Spenser Bourne,214
3.2,Elwin Issakov,214
3.2,Rozele Sailor,214
3.2,Lukas Isoldi,214
3.2,Dalt Ruskin,213
