generation,name,score
4.1,Josselyn Keitley,279
4.1,Ddene Fargher,273
4.1,Cristi Steinham,259
4.1,Yorker Hadny,256
4.1,Rainer Isoldi,256
4.1,Pietro Kearn,255
4.1,Christy Oliveti,251
4.1,Cornie Mussared,248
4.1,Kelcy Nance,248
4.1,Daven Asty,246
4.1,Rosaline Backson,245
4.1,Lenna Eagers,244
4.1,Melosa Shortell,244
4.1,Aloysia Ogan,243
4.1,Karyn Boorne,241
4.1,Milt Congdon,239
4.1,Madelyn Dankersley,239
4.1,Loni Aspinwall,239
4.1,Harli Kumaar,239
4.1,Ximenez Aguirrezabala,237
4.1,Nissie Beaushaw,236
4.1,Karrie Dahlberg,236
4.1,Perla Mingay,236
4.1,Bartholemy Hierro,236
4.1,Obed Glasebrook,235
4.1,Freddi Beebe,235
4.1,Dorey Abramsky,235
4.1,Serena Bezzant,234
4.1,Monique Paty,234
4.1,Dorella Muscroft,234
4.1,Cchaddie Kesterton,234
4.1,Xenia Sharratt,232
4.1,Pamella Trittam,232
4.1,Ashlin Beevens,232
4.1,Karrie Fisk,232
4.1,Hakim Blaycock,232
4.1,Marnia Selwood,231
4.1,Cristi Drayton,231
4.1,Fay Gniewosz,231
4.1,Irina O'Lyhane,231
4.1,Elga Grave,231
4.1,Adolpho Blackler,231
4.1,Shirlene Benza,230
4.1,Rianon Jankovsky,230
4.1,Fina Wiles,230
4.1,Orland Paulich,230
4.1,Margarita Moult,230
4.1,Lanie O'Gormley,229
4.1,Avivah Pennings,229
4.1,Rodolphe Steele,229
4.1,Carita Bourley,229
4.1,Meredith Halstead,229
4.1,Gibbie Brechin,229
4.1,Rianon Curror,229
4.1,Lesley Carillo,229
4.1,Henry Eilert,228
4.1,Ahmad Spykins,228
4.1,Christie Grolmann,228
4.1,Hyatt Conroy,228
4.1,Easter Khomishin,228
4.1,Lanie Mathiassen,228
4.1,Normy Zanni,228
4.1,Aileen Jagger,227
4.1,Tiphani Drinkall,227
4.1,Natty Bramhill,227
4.1,Ferne Shearmur,227
4.1,Wiatt Pundy,227
4.1,Albert Durrans,227
4.1,Ashil Gemelli,226
4.1,Martin Monaghan,226
4.1,Chrystel Semechik,226
4.1,Meredith Giffon,226
4.1,Anderea Tromans,226
4.1,Berne Rosenblum,226
4.1,Ron Darko,226
4.1,Jude Braune,226
4.1,Concettina Moakes,226
4.1,Lanie Balfre,226
4.1,Josselyn Gellan,225
4.1,Violet Jullian,225
4.1,Elga Vedekhin,225
4.1,Domeniga Leamon,225
4.1,Amii Scouse,225
4.1,Norine Baribal,225
4.1,Vera Foulds,225
4.1,Maje Wardle,225
