generation,name,score
4.0,Deny Crosby,263
4.0,Andreana Ferrolli,249
4.0,Elga Ruhben,246
4.0,Thor Norcock,242
4.0,Ilaire Laugherane,239
4.0,Paula Kurten,235
4.0,Avivah Pape,235
4.0,Griffy O'Dunneen,234
4.0,Arleen Etheredge,232
4.0,Terra Mathiassen,232
4.0,Lalo Jewell,230
4.0,Daven Standering,230
4.0,Fredra Chrismas,230
4.0,Giustino Strettle,230
4.0,Madelyn Rosenblum,228
4.0,Mead Ossenna,228
4.0,Fay Southcott,226
4.0,Alwin Ferneley,226
4.0,Lanette Fisk,226
4.0,Lenna Balfre,226
4.0,Sigrid McCrory,225
4.0,Emlynn Hunnisett,225
4.0,Rosmunda Vasyutichev,225
4.0,Emelda Stivers,225
4.0,Sarita Pittson,224
4.0,Anatollo Habbert,224
4.0,Myrle Grand,224
4.0,Harlie Wayper,224
4.0,Gilly Moakes,224
4.0,Garrott Monksfield,223
4.0,Lyle Oxburgh,223
4.0,Urban Laugherane,222
4.0,Gaynor Miko,222
4.0,Jacquette Brisset,222
4.0,Emmey Kleeborn,222
4.0,Karyl Hassan,222
4.0,Cati Chessum,221
4.0,Olav Dorrity,221
4.0,Fraser Tarborn,221
4.0,Clim Humes,220
4.0,Pammy McBrearty,220
4.0,Lukas Fayter,220
4.0,Druci Lethcoe,220
4.0,Cati Issakov,220
4.0,Alonso Churchlow,219
4.0,Patrick Heifer,219
4.0,Deerdre Capeling,219
4.0,Estelle McCaughren,219
4.0,Uriel Masse,219
4.0,Adrian Creswell,218
4.0,Lucio Lindeman,218
4.0,Olav Simm,218
4.0,Alexei Dybbe,217
4.0,Mozelle Ruskin,217
4.0,Carolina Cornbill,217
4.0,Gerome Castro,217
4.0,Carmina Fayter,217
4.0,Darelle Trimnell,216
4.0,Frasier Huxstep,216
4.0,Frasier Marchington,216
4.0,Caralie Bigham,216
4.0,Rea Aggas,216
4.0,Erica Hemmingway,216
4.0,Jodie Rushworth,215
4.0,Jacinda Fayter,215
4.0,Cornie Tiffin,215
4.0,Randal Humm,215
4.0,Carolina Bengal,215
4.0,Earl Carlo,215
4.0,Marja Vankeev,215
4.0,Michel Puckham,214
4.0,Cordy Vazquez,214
4.0,Virgie Maides,214
4.0,Kristyn O'Lyhane,214
4.0,Rosmunda Saunder,214
4.0,Leanna Prinett,214
4.0,Wilhelmine McElwee,214
4.0,Fidole Issakov,214
4.0,Norrie Wollacott,213
4.0,Deena Penkman,213
4.0,Martin Bayles,213
4.0,Lelia Dawid,213
4.0,Tuckie Southcott,213
4.0,Bonnee Autry,213
4.0,Harli Beebe,213
4.0,Natty Menloe,212
4.0,Tamiko Fargher,212
4.0,Zollie Hearst,212
4.0,Ronny Ardling,211
4.0,Delainey Dmych,211
4.0,Theda Becke,211
4.0,Georgi Leverson,211
4.0,Romonda Brownett,211
4.0,Rolando Sailor,210
4.0,Pavla Bus,210
4.0,Alexander Huxstep,210
4.0,Adrian Deverick,210
4.0,Oralie Creswell,209
4.0,Delainey Ulster,209
4.0,Janie Angier,209
4.0,Kipper Wyllcocks,208
4.0,Bartholomeo Murrock,208
4.0,Briano Rutland,208
4.0,Ange Mullinder,208
4.0,Jacinda Sprakes,208
4.0,Elbertina Redd,208
4.0,Elladine Houliston,208
4.0,Juliana Sollam,208
4.0,Norine Dankersley,208
4.0,Coop Lilleyman,208
4.0,Penni Bultitude,207
4.0,Kristyn Murrock,207
4.0,Augustus Goodinge,207
4.0,Sherry Abbett,207
4.0,Ragnar Maguire,207
4.0,Scot Lidster,207
4.0,August Lundon,207
4.0,Norrie Congdon,207
4.0,Wendell Duran,207
4.0,Theadora Riply,206
4.0,Viviana Sommerville,206
4.0,Anitra Fraczek,206
4.0,Myrle Jannings,206
4.0,Brita Whimper,206
4.0,Joshua Carillo,206
4.0,Farrell Brisset,205
4.0,Marney Vasyutin,205
4.0,Rooney Langland,205
4.0,Vivien Phillimore,205
4.0,Lynnell Ferrandez,205
4.0,Michel Byllam,205
4.0,Prudi Jankovsky,205
4.0,Ilise Isoldi,205
4.0,Helyn Laborda,205
4.0,Jaquenetta Pindell,205
4.0,Filberto Langland,205
4.0,Yves Wylam,205
4.0,Jaymie Hassan,205
4.0,Margarita Brandsen,204
4.0,Concettina Kleeborn,204
4.0,Nata Baude,204
4.0,Melosa Pundy,204
4.0,Karyl Trencher,204
4.0,Benedetto Laborda,203
4.0,Briggs Begwell,203
4.0,Christy Hrynczyk,203
4.0,Dido Tranmer,203
4.0,Gerald Tranmer,203
4.0,Locke Asty,203
4.0,Yoko Bultitude,203
4.0,Lorita Bloss,203
4.0,Theodora Allitt,203
4.0,Tiertza Viste,203
4.0,My Simm,203
4.0,Eleni Hrynczyk,203
4.0,Livvie Kopp,203
4.0,Thor Stoney,203
4.0,Thurstan Albro,202
4.0,Lamont Wiltshire,202
4.0,Haleigh Forsdike,202
4.0,Ange Masse,202
4.0,Tisha Jewell,202
4.0,Bev De Ambrosi,202
4.0,Torre Porch,202
4.0,Evania Edmonds,202
4.0,Davita Cassely,202
4.0,Melosa Estabrook,202
4.0,Beltran Bonnick,202
4.0,Ardis Gommery,202
4.0,Harrison Crudgington,202
4.0,Sigrid Antunez,202
4.0,Briano Aslett,202
4.0,Cristian Bottini,202
4.0,Kristyn Chrismas,202
4.0,Rooney Dmych,202
4.0,Dita Keeting,201
4.0,Annissa Haton,201
4.0,Paul Marl,201
4.0,Theodora Jeremaes,201
4.0,Aloin Bayles,201
4.0,Kamilah Dyde,201
4.0,Mead Samwyse,201
4.0,Desdemona Jankovsky,201
4.0,Augusto Fisk,201
4.0,Cordie Barthrop,200
4.0,Ronny Thirlwall,200
4.0,Linnet Londors,200
4.0,Hewett Wanne,200
4.0,Park Forsdike,200
4.0,Wit Penas,200
4.0,Mella Pindell,200
4.0,Anatollo Allwright,200
4.0,Marja Bourley,200
4.0,Saundra Grout,200
4.0,Estelle Hanaford,200
4.0,Martica Giffen,200
4.0,Dill Clift,200
4.0,Ashil McAndie,199
4.0,Jerrilyn Leamon,199
4.0,Alonso Rydeard,199
4.0,Emmey Freeborn,199
4.0,Hakim Jurczik,199
4.0,Danni Pauluzzi,199
4.0,Gerome Angier,199
4.0,Devi Chessum,199
4.0,Gusella Gian,199
4.0,Harlie Switsur,199
4.0,Anitra Kleeborn,199
4.0,Regan Hierro,199
4.0,Lise Servante,199
4.0,Karalee Tavner,199
4.0,Garrott Sinfield,199
4.0,Drusilla Lillee,198
4.0,Alwin Dufall,198
4.0,Lorrayne Mattea,198
4.0,Bernadine Shenley,198
4.0,Daniel Eccleshare,198
4.0,Giovanna Recke,198
4.0,Wolfgang Pessel,198
4.0,Carmine Ruhben,198
4.0,Anitra Jacqueminet,198
4.0,Shir Craw,198
4.0,Leeland Rapinett,198
4.0,Rea Fabry,198
4.0,Maryanna Duggon,198
4.0,Justus Stoney,198
4.0,Ardath Zanni,198
4.0,Saundra Ginnally,198
4.0,Jobey Sandeford,197
4.0,Xylia Boorne,197
4.0,Tove Chartres,197
4.0,Otto Scambler,197
4.0,Wendi Eilert,197
4.0,Margarita Dungay,197
4.0,Mason Martinello,197
4.0,Monica Van Halen,197
4.0,Meredith Dewire,197
4.0,Dall Piercey,197
4.0,Kerri Cusick,197
4.0,Austine Colwell,197
4.0,Matty Broggini,197
4.0,Reid Shalcros,196
4.0,Herve Marchington,196
4.0,Trevar Seabon,196
4.0,Thain Norcock,196
4.0,Raleigh Van den Hof,196
4.0,Aubrette Bordes,196
4.0,Jacobo Lundon,196
4.0,Ephrem MacArd,196
4.0,Alwin Lamplugh,196
4.0,Celka Deschelle,196
4.0,Dalt Selvester,196
4.0,Jacquenetta Southward,196
4.0,Josselyn Tench,196
4.0,Deanne Allwright,196
4.0,Hillie Normandale,196
4.0,Cyndy Kime,195
4.0,Farrel Kime,195
4.0,Gayleen Southcott,195
4.0,Darelle Taile,195
4.0,Ty Muckersie,195
4.0,Gibbie Phillimore,195
4.0,Fraser Dybbe,195
4.0,Earl Hierro,195
4.0,Christie Andrzejewski,195
4.0,Josselyn Cutting,195
4.0,Henderson Lidster,195
4.0,Shurlock McAllan,195
4.0,Yurik Clemmen,194
4.0,Skipper Gooda,194
4.0,Darrelle Fargher,194
4.0,Adolpho Railton,194
4.0,Saloma Balfre,194
4.0,Giovanna Hadny,194
4.0,Torry Dmych,194
4.0,Claude Mahony,194
4.0,Earl Belverstone,194
4.0,Dina Hierro,194
4.0,Erda Louthe,194
4.0,Drusilla Roney,194
4.0,Lee Consterdine,194
4.0,Anderea Mabbett,194
4.0,Jed O'Scanlon,194
4.0,Davita Perch,194
4.0,Kim Diem,194
4.0,Lana Bremond,193
4.0,Maryanna Splevin,193
4.0,Rosmunda Sollam,193
4.0,Lanie Stickells,193
4.0,Elwin Culpin,193
4.0,Herve Melly,193
4.0,Nicholas Drinkall,193
4.0,Jeremias Tuther,193
4.0,Concettina Custance,193
4.0,Cammie Bellham,193
4.0,El Pithie,193
4.0,Libbie Beebe,193
4.0,Patience Kiddy,193
4.0,Miguela Dugmore,193
4.0,Even Pegg,193
4.0,Jacobo Ogley,193
4.0,Wendeline Jenik,193
4.0,Erinna Burbury,193
4.0,Deedee Vedekhin,192
4.0,Lucio Haton,192
4.0,Giordano Matussevich,192
4.0,Rene Willey,192
4.0,Burch Rockhill,192
4.0,Marney Miko,192
4.0,Virge Manlow,192
4.0,Eleni Heifer,192
4.0,Roosevelt Hierro,192
4.0,Adi Giacobazzi,192
4.0,Kim Spencley,192
4.0,Katusha Endicott,192
4.0,Trix Urrey,192
4.0,Olga Strettle,192
4.0,Saundra Elderton,192
4.0,Janella Bigly,192
4.0,Edyth Ardling,191
4.0,Shelbi Creswell,191
4.0,Jillie Dorney,191
4.0,Amii Labrum,191
4.0,Harli Chaff,191
4.0,Sutherland Bartaloni,191
4.0,Anderea Reeds,191
4.0,Iolanthe Cusick,191
4.0,Eb Fryett,191
4.0,Trix Scherme,191
4.0,Meredith Aguirrezabala,191
4.0,Luz Sedger,191
4.0,Eadie Hansel,191
4.0,Tallie Tewkesbury,191
4.0,Hewett Pullar,191
4.0,Dorey Archbell,191
4.0,Filmer Grzegorek,191
4.0,Gerardo Hewkin,190
4.0,Dredi Banbury,190
4.0,Berty Pamment,190
4.0,Rosella Slocket,190
4.0,Drusilla Overstone,190
4.0,Anatollo Matthis,190
4.0,Nonah Adamovich,190
4.0,Arleen Bagnall,190
4.0,Glen Latch,190
4.0,Albert Scading,190
4.0,Sharl Viste,190
4.0,Mozelle Urrey,190
4.0,Perla Puckham,190
4.0,Lezley Grigoryev,190
4.0,Bengt Colwell,190
4.0,Ike Acarson,190
4.0,Timothee Dungay,190
4.0,Marris Dungay,190
4.0,Cindra Jullian,190
4.0,Norine Leads,190
4.0,Britteny Clother,190
4.0,Ari Zorzenoni,190
4.0,Noelle Angier,189
4.0,Pavel Gradon,189
4.0,Carolus Tanswill,189
4.0,Kim Berzons,189
4.0,Lizzy Kaiser,189
4.0,Yurik Brandon,189
4.0,Lise Burdus,189
4.0,Lotte Ginnally,189
4.0,Corry Reeds,189
4.0,Darrelle Voelker,189
4.0,Bebe Froschauer,189
