generation,name,score
3.1,Matty McAndie,227
3.1,Nathaniel Kiezler,218
3.1,Tallulah Campana,216
3.1,Nadya Pullar,210
3.1,Virgie Dugmore,208
3.1,Mead Masse,205
3.1,Daven Dewire,204
3.1,Paola Cordingly,204
3.1,Kathleen Darko,203
3.1,Shandeigh Meates,203
3.1,Dolly Chagg,203
3.1,Ryun Gimblet,202
3.1,Belia Glavin,200
3.1,Adrian Lillee,199
3.1,Hillie Dybbe,198
3.1,Georgi Muscroft,197
3.1,Murvyn Rockhill,197
3.1,Mozelle Lynn,197
3.1,Annabal Gian,196
3.1,Ilaire Janney,196
3.1,Urban Marmyon,195
3.1,Jaquenetta Harmond,194
3.1,Karrie Atheis,194
3.1,Carolee Josselsohn,194
3.1,Brynne Isbell,194
3.1,Kirbie Brettle,192
3.1,Urbanus Shervil,192
3.1,Saundra Aguirrezabala,191
3.1,Zolly Tromans,191
3.1,Norine Bultitude,190
3.1,Hedwig Cool,190
3.1,Elysha Braune,189
3.1,Elmo Jeary,189
3.1,Ofelia McIlvaney,188
3.1,Skipper Ruppelin,188
3.1,Laetitia Riply,188
3.1,Valentina Broggini,188
3.1,Hedda Klaussen,187
3.1,Farrel Runge,187
3.1,Dorine Larraway,187
3.1,Donnamarie McBrearty,187
3.1,Kassia Calcott,187
3.1,Iain Redler,187
3.1,Evelyn Archbell,187
3.1,Iolanthe Fancet,186
3.1,Nevin Hammerberger,186
3.1,Phillie Baggallay,186
3.1,Beatrix Kippling,186
3.1,Otto Plowell,185
3.1,Marjorie Acarson,185
3.1,Harrison Forman,185
3.1,Elfrida Peche,184
3.1,Consalve Selvester,184
3.1,Wilfrid Eastman,184
3.1,Prudi Petrina,183
3.1,Drusilla Maides,183
3.1,Marcellus Fransinelli,183
3.1,Clim Aspinwall,182
3.1,Gaynor Hardey,182
3.1,Jobey Lower,181
3.1,Lelia Consterdine,181
3.1,Davin Sebrook,181
3.1,Laetitia Deware,181
3.1,Kylila Rutland,181
3.1,Paolo Puckham,181
3.1,Kain Gallehock,180
3.1,Natty Thunders,180
3.1,Carolina Hartin,180
3.1,Mae Eilert,179
3.1,Ahmed Kivlin,179
3.1,Linnet Statter,179
3.1,Carita Archbell,179
3.1,Jonis Mackie,178
3.1,Bernie Yoodall,178
3.1,Nicky Wardle,178
3.1,Jaymie Surmeir,178
3.1,Aloin Krier,178
3.1,Irina Brechin,178
3.1,Westbrooke Mathiassen,178
3.1,Shir Hammerberger,177
3.1,Zack Lilleyman,177
3.1,Tiebold Trimnell,177
3.1,Georgie Leece,177
3.1,Harriet Leahair,177
3.1,Padraig Ceschelli,176
3.1,Persis Etheredge,176
3.1,Mercedes Levi,176
3.1,Ofelia Scattergood,176
3.1,Ari Cassely,176
3.1,Eliza Marchington,176
3.1,Caddric Lilburn,176
3.1,Catarina Copley,175
3.1,Lelia Lippiatt,175
3.1,Rosaline Dudman,175
3.1,Candice Mellem,175
3.1,Rooney Tomasik,175
3.1,Anitra Harker,175
3.1,Coralyn Cometson,175
3.1,Wilhelmine Laugherane,175
3.1,Violetta Hess,175
3.1,Roderic Balcock,174
3.1,Elsy Elsdon,174
3.1,Shandeigh Saltman,174
3.1,Agace Fadden,174
3.1,Eugine Benitti,174
3.1,Percival Morse,174
3.1,Bartholemy MacAscaidh,174
3.1,Ximenez Loveitt,174
3.1,Shem Custance,174
3.1,Inger Strattan,174
3.1,Zelig Kivlin,174
3.1,Aileen Andrassy,174
3.1,Hillel Castro,174
3.1,Darrelle Grigoryev,174
3.1,Jehu Chessum,174
3.1,Natty Coping,173
3.1,Kevon Clother,173
3.1,Penn St. Clair,173
3.1,Carson Puddephatt,173
3.1,Drew Raecroft,173
3.1,Koralle Rutland,173
3.1,Mead Hullbrook,173
3.1,Lura Massei,173
3.1,Haywood Willey,173
3.1,Pavel Lethcoe,173
3.1,Jonis Brechin,172
3.1,Victor Kumaar,172
3.1,Rochette Mingay,172
3.1,Rafaello Byllam,172
3.1,Gibbie Catford,172
3.1,Mercedes Finan,172
3.1,Sharai Green,172
3.1,Wash Arlt,172
3.1,Haywood Berzons,172
3.1,Coop McIlvaney,172
3.1,Benton Taylo,172
3.1,Kylila Twiddell,172
3.1,Loni Ruppelin,172
3.1,Ryun Boggers,171
3.1,Christy Ribey,171
3.1,Elladine Petrishchev,171
3.1,Keri Martinello,171
3.1,Linn Ogley,171
3.1,Genovera Sictornes,171
3.1,Cordie Dudman,171
3.1,Anitra Strettle,170
3.1,Kim Colling,170
3.1,Salome Brandon,170
3.1,Reynold Buckell,170
3.1,Nevin Bangham,170
3.1,Cordy Zupo,170
3.1,Rourke Hamblen,170
3.1,Kristina Dmych,170
3.1,Devi McFetridge,170
3.1,Cinda Pape,170
3.1,Bebe Spuner,170
3.1,Demetria Digle,170
3.1,Ailis Antunez,169
3.1,Leeland Wenban,169
3.1,Ali Lethcoe,169
3.1,Justus Klarzynski,169
3.1,Wendeline Fogt,169
3.1,Allyson Jurczik,169
3.1,Johnette Hearst,169
3.1,Jeremie Schechter,169
3.1,Koralle Dartan,169
3.1,Rainer Lillee,169
3.1,Kelwin Snalham,169
3.1,Griffin Summerson,168
3.1,Aileen Autry,168
3.1,Kirsten Bigham,168
3.1,Tallulah Pebworth,168
3.1,Bonnie Fitzhenry,168
3.1,Evania MacLeod,168
3.1,Renelle Fargher,168
3.1,Aileen West-Frimley,168
3.1,Thain Vigers,168
3.1,Constantine Dyde,168
3.1,Richard Skayman,168
3.1,Mara Angier,168
3.1,Consalve Piercey,168
3.1,Bary Eccleshare,168
3.1,Scot Hastings,168
3.1,Easter Shearmur,167
3.1,Benedikt Congdon,167
3.1,Alexei Iamittii,167
3.1,Lonnie Bartaloni,167
3.1,Edy Aylmer,167
3.1,Ange Mattea,167
3.1,Sibyl Iddy,167
3.1,Haywood Halls,167
3.1,Gloriana Miko,167
3.1,Judy Kippling,167
3.1,Aurthur Youngs,167
3.1,Taffy Alten,167
3.1,Cathy Acarson,167
3.1,Cesar Vanetti,167
3.1,Essy Liebermann,167
3.1,Margot Andrassy,167
3.1,Kelli Lamont,167
3.1,Demetria McAndie,167
3.1,Libbie Youngs,167
3.1,Kathryne Finan,167
3.1,Elladine Liebermann,167
3.1,Arleen Becket,166
3.1,Mason Barr,166
3.1,Rad Maghull,166
3.1,Adam Bartaloni,166
3.1,Elysha Feronet,166
3.1,Hillel Rosevear,166
3.1,Kelby Wayper,166
3.1,Corry Claussen,166
3.1,Sutherland Sebrook,166
3.1,Maighdiln Jurczik,166
3.1,Miguela Copley,166
3.1,Zack Gian,166
3.1,Krisha Pollendine,166
3.1,Ardis Jankovsky,166
3.1,Lizabeth Merring,165
3.1,Philippa Shervil,165
3.1,Patience Sawer,165
3.1,El Nisbith,165
3.1,Orelle Fenner,165
3.1,Cyndy Lummis,165
3.1,Carmelia Rodenborch,165
3.1,Franz Luigi,165
3.1,Gerardo Molyneux,165
3.1,Ameline Peattie,165
3.1,Avivah Bergeon,165
3.1,Mahmud Huthart,165
3.1,Haywood Voelker,165
3.1,Prudi Riden,165
3.1,Wash Raddin,165
3.1,Dacie Klaussen,165
3.1,Brita Benza,165
3.1,Lucio Lethcoe,165
3.1,Garik Mc Cahey,165
3.1,Catarina Bumpass,164
3.1,Anthia D'Antuoni,164
3.1,Milt Switsur,164
3.1,Lynnell Deem,164
3.1,Merrie Bus,164
3.1,Gerald Glasebrook,164
3.1,Kit Pettifor,164
3.1,Erinna Berkelay,164
3.1,Sarita Selwood,164
3.1,Robinette Bergeon,164
3.1,Kimberlyn Houliston,164
3.1,Ulrike MacAscaidh,164
3.1,Maressa Loveitt,164
3.1,Clim Harmond,164
3.1,Saundra Darko,164
3.1,Hedwig Merring,164
3.1,Janetta Rodenborch,164
3.1,Charleen O'Gormley,164
3.1,Eleni Berkelay,164
3.1,Tally Zorzenoni,164
3.1,Ailis Follis,163
3.1,Carolee Beaushaw,163
3.1,Benedikt Lowre,163
3.1,Millicent Beaushaw,163
3.1,Catherine Tefft,163
3.1,Danni Feronet,163
3.1,Ezekiel Nutbean,163
3.1,Devi Newby,163
3.1,Godfree Ferreira,163
3.1,Chaunce Kivlin,163
3.1,Locke Chrismas,163
3.1,Lana Dopson,163
3.1,Maynord Hearthfield,163
3.1,Eugine Robertacci,163
3.1,Thorin Mellodey,163
3.1,Kirsten Petrishchev,163
3.1,Meryl Tommei,163
3.1,Tamiko Shitliff,163
3.1,Nicholas Storcke,163
3.1,Perrine Hess,163
3.1,Connie Pape,163
3.1,Cornell Begwell,163
3.1,Consalve Coping,162
3.1,Wini Pithie,162
3.1,Catherine De Normanville,162
3.1,Nike Van der Brugge,162
3.1,Brianna Lowre,162
3.1,Adel Teresa,162
3.1,Martica Lowre,162
3.1,Thurstan Brisset,162
3.1,Helyn Wrangle,162
3.1,Kit Albro,162
3.1,Kassia Allwright,162
3.1,Elbertina Crosby,162
3.1,Winny Yuille,162
3.1,Fay Lean,162
3.1,Paolo Elderton,162
3.1,Sabine Dorrity,162
3.1,Hunt Freddi,162
3.1,Wilhelmine Albro,162
3.1,Prudi Diviny,162
3.1,Phillip Ormond,162
3.1,Marjie Leads,162
3.1,Giordano Deane,162
3.1,Saundra Robertacci,162
3.1,Jeremie Hanner,162
3.1,Hewett Gripton,161
3.1,Darrelle Jannings,161
3.1,Karalee Witul,161
3.1,Alwin Elmhirst,161
3.1,Roderick McCuffie,161
3.1,Wendi Fogt,161
3.1,Henryetta Hegel,161
3.1,Betteanne Presho,161
3.1,Raleigh Toquet,161
3.1,Moishe Jeremaes,161
3.1,Nataline Wrangle,161
3.1,Jerrilyn McCay,161
3.1,Doti Giacobazzi,161
3.1,Lambert Birchett,161
3.1,Eb Humes,161
3.1,Harper Becke,161
3.1,Kylila Aylmer,161
3.1,Jacquenetta Bootland,161
3.1,Inge Clemmen,161
3.1,Isabella Colwell,161
3.1,Erinna Brandon,161
3.1,Maurise Drivers,161
3.1,Veronike Beagin,160
3.1,Hirsch Lepick,160
3.1,Alonso Duggon,160
3.1,Antons Duran,160
3.1,Griffin Pithie,160
3.1,Pavel Carlo,160
3.1,Helyn Beebe,160
3.1,George Angier,160
3.1,Allyson Wardle,160
3.1,Tiphani Jacqueminet,160
3.1,Karrie Rogan,160
3.1,Grantham Hamblen,160
3.1,Rab Pape,160
3.1,Tallulah Coping,160
3.1,Haywood Dudden,160
3.1,Janella Benson,160
3.1,Diann Colwell,160
3.1,Carmelia Frier,160
3.1,Marris Edwards,160
3.1,Gisela Clethro,160
3.1,Druci Nance,160
3.1,Kain Culkin,160
3.1,Dall Sikora,160
3.1,Marketa Baribal,160
3.1,Cornie Mackie,160
3.1,Gherardo McClurg,160
3.1,Yetty Culpin,160
3.1,Austine Deverick,160
3.1,Luz Dawltrey,160
3.1,Rosaleen Boatman,160
3.1,Jere Brandon,159
3.1,Risa Pettiford,159
3.1,Gloriana Strongitharm,159
3.1,Donnamarie Foulds,159
3.1,Karita Danks,159
3.1,Essy Hakes,159
3.1,Connie Raecroft,159
3.1,Garrott Autry,159
3.1,Brynne Bergeon,159
3.1,Britt Ferreira,159
3.1,Deena Pullinger,159
3.1,Phillie Itzig,159
3.1,Norrie Lambdin,159
3.1,Lesly Jennick,159
3.1,Giordano Heifer,159
3.1,Domeniga Verdon,159
3.1,Arte Edwards,159
3.1,Bernadine Clemmen,159
3.1,Giordano Strongitharm,159
3.1,Rea Scatchard,159
3.1,Eba Mabbott,159
3.1,Matty Jacqueminet,159
3.1,Annabal McLae,159
3.1,Ree Lidster,159
3.1,Penni Galea,159
3.1,Holly Stoney,159
3.1,Britteny Recke,159
3.1,Haslett Fitzhenry,159
3.1,Rainer Wiles,159
3.1,Glynn Schoular,159
3.1,Dorella Behrendsen,159
3.1,Andrei Lilburn,159
3.1,Rourke Colkett,159
3.1,Darrelle Masse,159
3.1,Salome Fraczek,159
3.1,Yves McAndie,159
3.1,Vidovik Gniewosz,159
3.1,Donnamarie Kesterton,159
3.1,Consalve Vasilov,159
3.1,Moishe Paiton,158
3.1,Mason Satteford,158
3.1,Jerrie Freeborn,158
3.1,Rosaline Bellham,158
3.1,Tisha Durnian,158
3.1,Harlie Colwell,158
3.1,Zelig Norcock,158
3.1,Bone Arlt,158
3.1,Darelle Jeremaes,158
3.1,Caralie Bezzant,158
3.1,Oralie Ruhben,158
3.1,Franz Mabbott,158
3.1,Willy Grolmann,158
3.1,Fay Kenworthey,158
3.1,Bard Leahair,158
3.1,Nataline Claesens,158
3.1,Grantham Lidster,158
3.1,Adel Antonignetti,158
3.1,Arlen Zorzenoni,158
3.1,Beltran Quittonden,158
3.1,Shannon Comellini,157
3.1,Peggy Tregensoe,157
3.1,Ragnar Biasetti,157
3.1,Tally Ringrose,157
3.1,Nickolai Bittany,157
3.1,Quintina McClurg,157
3.1,Jeremie Londors,157
3.1,Cinda Snalham,157
3.1,Odette Larraway,157
3.1,Ty Ferrandez,157
3.1,Benedikt Hewkin,157
3.1,Blakelee Digle,157
3.1,Kelley Munson,157
3.1,Vidovik Clethro,157
3.1,Margette Murty,157
3.1,Mattie Labrum,157
3.1,Cinda Bucknell,157
3.1,Patty Dudden,157
3.1,Bartholemy Bangham,157
3.1,Jeremie Balcock,157
3.1,Osbourn St. Clair,157
3.1,Monica Shenley,157
